player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Joe Huber,123565,G,MIN,3,0,18,45.5,0,3,46,100.0,100.0,94.6,0,4,1,50,50,20.1,0,2,14,100.0,100.0,85.7,3,1,17,17
Dalton Schultz,47304,TE,HST,19,0,13,56.2,2,1,46,8.0,7.8,96.7,2,3,0,49,626,30.3,1,0,5,1.8,1.7,90.0,1,0,5,298
Patrick Ricard,48862,FB,BLT,11,0,3,51.2,0,5,46,62.2,60.8,94.6,0,5,0,48,79,39.1,0,1,8,57.1,56.3,93.7,1,0,9,16
Alvin Kamara,11822,HB,NO,11,0,20,23.4,0,3,45,16.0,16.0,83.3,0,9,6,48,300,23.7,0,1,24,18.9,18.8,81.2,5,4,26,138
Samaje Perine,11869,HB,CIN,14,0,7,39.1,0,4,45,19.9,19.9,91.1,0,6,2,48,241,29.8,0,4,25,19.4,19.4,92.0,4,0,27,139
Jordan McFadden,77578,G,CHI,2,0,6,75.7,0,2,48,100.0,100.0,97.9,0,2,0,48,48,58.9,0,2,18,100.0,100.0,94.4,2,0,18,18
TreVeyon Henderson,145059,HB,NE,21,1,19,27.8,0,8,41,12.9,14.2,82.9,3,11,3,48,337,18.6,0,4,17,11.5,13.6,70.6,7,3,22,162
Emanuel Wilson,154173,HB,GB,17,0,12,49.5,0,5,40,22.3,24.2,93.7,0,5,0,47,194,42.6,0,1,11,14.9,19.0,95.5,1,0,15,79
Michael Carter,57337,HB,ARZ,13,0,1,66.1,1,4,42,15.1,16.0,91.7,0,6,1,47,294,52.5,1,2,18,11.5,12.0,91.7,3,0,20,166
Tyler Badie,83714,HB,DEN,18,0,10,80.9,0,2,43,22.2,22.7,97.7,0,2,0,47,207,80.0,0,1,28,22.4,22.4,98.2,1,0,30,134
Noah Gray,60878,TE,KC,16,0,16,72.6,0,3,47,15.8,14.6,94.7,0,4,1,47,322,69.6,0,0,1,1.1,1.0,100.0,0,0,1,103
Derrick Henry,10679,HB,BLT,17,0,3,65.9,2,4,40,20.5,22.2,90.0,1,7,1,46,207,59.3,0,0,10,19.2,21.8,100.0,0,0,12,55
Mason Taylor,157122,TE,NYJ,13,2,22,35.7,1,6,44,11.2,11.0,87.5,2,9,2,46,420,27.4,1,4,20,9.0,9.0,77.5,7,2,21,234
D.J. Humphries,9457,T,LA,2,0,26,54.1,0,4,42,100.0,100.0,92.9,2,5,1,45,45,58.8,0,2,21,100.0,100.0,95.2,2,0,22,22
Chris Hubbard,8051,T,DET,1,0,11,59.2,1,0,45,100.0,100.0,96.7,0,2,1,45,45,54.1,0,0,19,100.0,100.0,100.0,0,0,19,19
Gunnar Helm,144726,TE,TEN,16,0,31,55.7,0,3,42,14.6,15.1,96.4,1,3,0,45,298,41.1,0,1,5,3.9,4.6,90.0,1,0,6,131
Hunter Nourzad,91674,G,KC,3,0,16,61.6,1,1,42,100.0,100.0,97.6,0,2,0,44,44,65.6,1,1,21,100.0,100.0,95.2,2,0,22,22
Luke Schoonmaker,84005,TE,DAL,17,0,9,54.1,0,4,43,23.9,23.5,95.3,0,4,0,44,187,32.7,0,1,1,1.7,1.6,50.0,1,0,1,61
Alec Ingold,34934,FB,MIA,17,0,17,68.7,0,1,41,25.2,25.9,98.8,0,1,0,44,170,46.3,0,0,4,11.8,14.3,100.0,0,0,5,35
Josh Oliver,47083,TE,MIN,15,0,18,66.6,0,1,39,24.5,25.4,98.7,1,1,0,44,173,71.8,0,0,2,5.0,6.7,100.0,0,0,3,45
Elijah Klein,81912,G,TB,2,0,30,80.6,0,2,39,100.0,100.0,97.4,0,2,0,44,44,71.8,0,2,16,100.0,100.0,93.7,2,0,19,19
Devin Singletary,40485,HB,NYG,17,0,21,67.0,1,1,35,22.9,25.3,94.3,0,3,1,43,170,53.6,1,1,15,20.0,25.3,86.7,3,1,22,87
Chris Manhertz,10211,TE,NYG,16,0,21,69.7,1,0,40,72.7,72.9,98.7,0,1,0,43,59,70.2,0,0,1,33.3,25.0,100.0,0,0,1,4
Cody Ford,39805,T,CIN,5,0,7,53.0,1,2,41,97.6,97.7,93.9,0,4,1,43,44,41.9,1,1,21,100.0,100.0,90.5,3,1,22,22
Eric Saubert,11929,TE,SEA,14,0,29,81.4,0,1,40,32.3,32.3,98.7,0,1,0,42,130,74.4,0,0,3,11.1,10.3,100.0,0,0,3,29
Bam Knight,97432,HB,ARZ,9,0,1,39.0,1,2,40,23.3,22.8,93.7,0,4,1,41,180,23.8,0,1,7,12.7,12.3,78.6,2,1,7,57
Hakeem Adeniji,45419,G,DAL,3,0,9,34.7,0,2,40,100.0,100.0,97.5,1,2,0,41,41,15.9,0,1,15,100.0,100.0,96.7,1,0,16,16
Omarion Hampton,162750,HB,LAC,10,0,27,16.3,2,4,36,16.3,17.4,88.9,0,7,1,41,236,4.5,0,2,11,11.3,13.1,81.8,3,1,14,107
Payne Durham,84037,TE,TB,17,0,30,51.4,1,1,37,33.9,34.2,97.3,0,2,0,41,120,66.6,0,0,1,5.0,4.8,100.0,0,0,1,21
Michael Mayer,122906,TE,LV,13,0,23,54.9,1,0,40,15.3,14.7,96.2,0,2,1,41,279,63.6,0,0,7,6.0,5.4,100.0,0,0,7,130
RJ Harvey,99622,HB,DEN,19,0,10,53.8,1,4,39,11.3,11.1,93.6,1,5,0,40,359,50.0,1,2,17,13.7,13.4,91.2,3,0,17,127
Andrew Ogletree,138351,TE,IND,15,0,14,85.4,0,0,37,41.6,40.4,100.0,0,0,0,40,99,,0,0,0,0.0,0.0,,0,0,0,21
Tyler Warren,129798,TE,IND,17,1,14,64.2,0,0,36,6.7,6.9,100.0,3,0,0,40,576,74.3,0,0,1,0.4,0.7,100.0,0,0,2,268
Thayer Munford Jr.,59994,T,NE,9,0,19,75.9,1,0,38,100.0,100.0,98.7,0,1,0,40,40,76.0,0,0,11,100.0,100.0,100.0,0,0,12,12
Jaylen Warren,98692,HB,PIT,17,0,25,72.0,0,0,35,13.6,14.4,97.1,0,1,1,39,271,67.9,0,0,15,17.4,18.3,93.3,1,1,17,93
Wyatt Milum,144785,G,JAX,7,0,15,70.5,0,2,37,100.0,100.0,97.3,0,2,0,39,39,49.3,0,2,15,100.0,100.0,93.3,2,0,16,16
Jacory Croskey-Merritt,102382,HB,WAS,17,0,32,44.3,1,5,34,19.5,20.5,91.2,0,6,0,39,190,24.7,1,3,10,26.3,27.3,80.0,4,0,12,44
Justice Hill,45865,HB,BLT,10,0,3,37.5,1,2,36,22.4,22.4,95.8,0,3,0,39,174,33.1,0,2,16,18.2,17.9,93.7,2,0,17,95
C.J. Ham,11347,FB,MIN,11,0,18,72.5,0,2,35,39.8,39.6,94.3,0,3,1,38,96,68.6,0,2,20,40.8,41.8,90.0,3,1,23,55
David Njoku,11784,TE,CLV,12,0,8,47.7,0,3,35,11.3,11.4,95.7,0,3,0,38,334,57.3,0,1,17,10.4,10.6,97.1,1,0,19,179
Grant Calcaterra,60997,TE,PHI,16,0,24,71.1,0,0,35,22.6,23.8,100.0,0,0,0,38,160,,0,0,0,0.0,0.0,,0,0,0,56
Austin Hooper,10715,TE,NE,20,0,19,65.8,1,1,35,12.5,13.0,97.1,0,2,0,38,292,68.2,0,0,5,4.6,4.3,100.0,0,0,5,117
Hunter Luepke,91319,FB,DAL,17,0,9,54.3,1,1,34,28.8,29.2,94.1,0,3,1,38,130,28.8,1,1,16,28.1,28.1,87.5,3,1,18,64
Sedrick Van Pran-Granger,124042,C,BUF,3,0,4,85.1,0,0,35,100.0,100.0,100.0,0,0,0,37,37,79.5,0,0,5,100.0,100.0,100.0,0,0,6,6
Demontrey Jacobs,56619,T,ARZ,2,0,1,49.0,1,1,35,100.0,100.0,94.3,0,3,1,37,37,45.6,1,1,18,100.0,100.0,88.9,3,1,19,19
Luke Farrell,42353,TE,SF,19,0,28,46.2,0,0,35,18.7,18.7,94.3,0,2,2,36,193,9.7,0,0,4,5.3,5.3,50.0,2,2,4,76
J.K. Dobbins,57366,HB,DEN,10,0,10,60.3,1,4,31,21.4,22.8,91.9,0,5,0,36,158,42.2,1,2,14,33.3,29.8,89.3,3,0,14,47
Cameron Williams,163867,T,PHI,1,0,24,69.8,1,0,35,100.0,100.0,98.6,0,1,0,36,36,74.3,1,0,17,100.0,100.0,97.1,1,0,18,18
Durham Smythe,47257,TE,CHI,19,0,6,61.6,0,2,33,26.4,27.1,97.0,0,2,0,36,133,65.2,0,0,1,5.9,5.6,100.0,0,0,1,18
Matt Peart,46179,G,DEN,1,0,10,25.2,0,1,33,100.0,100.0,98.5,2,1,0,36,36,6.8,0,1,10,100.0,100.0,95.0,1,0,11,11
Tyler Allgeier,83639,HB,ATL,17,0,2,70.7,1,1,33,23.6,23.5,97.0,0,2,0,35,149,67.7,0,1,16,26.7,25.0,96.9,1,0,16,64
T.J. Hockenson,40912,TE,MIN,15,0,18,55.4,1,1,34,7.5,7.3,97.1,0,2,0,35,480,66.1,0,0,9,3.7,3.8,100.0,0,0,10,261
Chigoziem Okonkwo,84000,TE,TEN,17,0,31,60.5,1,1,33,7.3,7.2,93.9,1,3,1,35,487,74.1,0,0,11,5.0,4.8,90.9,1,1,11,231
Jake Ferguson,61081,TE,DAL,17,2,9,54.4,0,2,34,6.4,6.0,94.1,4,3,1,35,581,23.8,0,0,3,1.2,1.1,66.7,1,1,3,275
Chris Brooks,83644,HB,GB,18,0,12,70.8,2,2,33,21.7,22.3,93.9,0,4,0,35,157,76.8,1,1,20,25.0,26.5,95.0,2,0,22,83
Tommy Tremble,84025,TE,CAR,18,0,5,61.6,0,3,33,9.7,9.6,95.5,0,3,0,35,364,70.3,0,0,2,1.4,1.3,100.0,0,0,2,156
De'Von Achane,124305,HB,MIA,16,0,17,43.3,0,4,32,7.8,7.9,90.6,0,5,1,34,429,62.8,0,2,11,7.8,8.2,90.9,2,0,12,147
Devin Neal,144558,HB,NO,9,0,20,57.8,0,3,30,17.6,18.8,95.0,0,3,0,34,181,45.4,0,3,20,19.8,21.1,92.5,3,0,23,109
Juwan Johnson,28305,TE,NO,17,0,20,61.1,0,0,33,6.0,5.7,100.0,0,0,0,34,593,58.8,0,0,7,2.5,2.6,100.0,0,0,8,309
Brevyn Spann-Ford,84006,TE,DAL,17,0,9,53.8,2,4,32,31.7,30.8,90.6,0,6,0,33,107,25.2,2,0,4,17.4,16.0,75.0,2,0,4,25
Sam LaPorta,101690,TE,DET,9,0,11,60.6,2,0,31,11.3,11.5,96.8,0,2,0,33,287,83.8,0,0,6,4.8,5.3,100.0,0,0,7,131
Tucker Kraft,104034,TE,GB,8,0,12,53.5,0,1,30,12.5,12.9,98.3,0,1,0,33,255,63.9,0,0,3,3.0,2.8,100.0,0,0,3,108
Bucky Irving,144970,HB,TB,10,0,30,22.6,1,3,31,14.3,13.9,90.3,0,5,1,33,237,22.1,1,2,12,13.5,14.4,87.5,3,0,14,97
Chuma Edoga,46232,T,JAX,6,1,15,69.1,0,1,29,96.7,97.1,94.8,2,2,1,33,34,74.7,0,1,10,90.9,92.3,95.0,1,0,12,13
Johnny Mundt,12206,TE,JAX,17,0,15,78.9,0,0,30,18.1,18.2,100.0,1,0,0,33,181,76.7,0,0,3,4.0,4.8,100.0,0,0,4,84
Brenton Strange,101694,TE,JAX,13,0,15,60.5,0,1,29,7.8,7.8,98.3,1,1,0,31,395,29.5,0,1,6,3.0,3.4,91.7,1,0,7,208
Malik Davis,57196,HB,DAL,9,0,9,50.0,0,2,31,36.9,35.2,93.5,0,3,1,31,88,26.9,0,2,8,27.6,24.2,87.5,2,0,8,33
Jack Stoll,42058,TE,NO,14,0,20,68.9,0,2,27,36.5,37.5,96.3,0,2,0,30,80,76.9,0,0,4,21.1,21.1,100.0,0,0,4,19
George Kittle,11901,TE,SF,12,1,28,72.2,0,3,25,7.7,8.8,94.0,1,3,0,30,339,73.9,0,1,10,5.6,5.4,95.0,1,0,10,184
Wanya Morris,98247,T,KC,3,0,16,23.7,2,1,28,100.0,100.0,94.6,0,3,0,30,30,26.9,2,1,16,100.0,100.0,90.6,3,0,17,17
Tylan Grable,109425,T,BUF,1,0,4,83.3,0,0,28,100.0,100.0,100.0,0,0,0,30,30,76.3,0,0,2,100.0,100.0,100.0,0,0,3,3
Aaron Jones,11937,HB,MIN,12,0,18,35.6,0,3,27,12.7,13.0,90.7,0,4,1,30,230,24.2,0,3,12,10.8,10.8,79.2,4,1,13,120
Ollie Gordon II,157792,HB,MIA,17,0,17,23.6,1,1,27,22.7,23.8,92.6,1,3,1,30,126,44.4,0,0,6,21.4,21.4,83.3,1,1,6,28
Foster Moreau,47043,TE,NO,11,0,20,70.7,1,0,27,27.8,28.7,94.4,0,2,1,29,101,73.9,0,0,3,8.6,8.6,100.0,0,0,3,35
Miles Frazier,123626,G,DET,4,0,11,34.5,1,4,26,100.0,100.0,90.4,0,5,0,29,29,26.6,0,3,11,100.0,100.0,86.4,3,0,12,12
Ty Johnson,45769,HB,BUF,17,0,4,26.4,1,2,29,11.8,11.1,94.8,0,3,0,29,262,21.4,1,2,17,12.1,11.3,91.2,3,0,17,151
Andrew Meyer,81910,C,MIA,1,0,17,74.9,0,0,28,100.0,100.0,100.0,0,0,0,29,29,58.3,0,0,7,100.0,100.0,100.0,0,0,7,7
Harrison Bryant,26394,TE,HST,14,0,13,41.7,0,6,26,28.0,29.3,88.5,0,6,0,29,99,69.8,0,0,1,3.4,3.4,100.0,0,0,1,29
Isiah Pacheco,83747,HB,KC,13,0,16,67.2,0,1,26,9.7,10.2,94.2,0,2,1,29,285,66.2,0,0,10,10.6,10.7,90.0,1,1,11,103
Colston Loveland,158540,TE,CHI,18,0,6,43.9,1,2,28,5.7,5.7,94.6,2,3,0,29,513,48.4,1,0,6,2.7,2.5,91.7,1,0,6,236
Travis Kelce,7844,TE,KC,17,0,16,57.9,1,1,28,4.6,4.5,96.4,2,2,0,29,642,69.7,0,0,1,0.4,0.4,100.0,0,0,1,283
Harold Fannin Jr.,163104,TE,CLV,16,0,8,54.1,2,1,25,5.4,5.7,94.0,2,3,0,28,493,71.9,0,0,2,0.8,0.8,100.0,0,0,2,262
Beaux Limmer,99067,G,LA,2,0,26,0.0,2,0,27,100.0,100.0,92.6,0,3,1,28,28,8.7,1,0,7,100.0,100.0,78.6,2,1,7,7
Robbie Ouzts,146594,FB,SEA,13,0,29,66.0,0,0,25,39.7,41.8,100.0,1,0,0,28,67,69.2,0,0,1,12.5,12.5,100.0,0,0,1,8
Reggie Gilliam,40951,FB,BUF,19,0,4,89.5,0,0,27,42.9,41.2,100.0,0,0,0,28,68,,0,0,0,0.0,0.0,,0,0,0,6
Giovanni Manu,183106,T,DET,1,0,11,17.5,0,0,28,100.0,100.0,92.9,0,2,2,28,28,19.3,0,0,6,100.0,100.0,83.3,1,1,6,6
Kenneth Gainwell,77737,HB,PIT,18,0,25,69.3,0,1,24,6.4,6.7,93.7,1,2,1,27,403,58.0,0,0,10,6.1,6.9,90.0,1,1,12,173
Tucker Fisk,52286,TE,LAC,11,0,27,56.7,0,1,27,31.4,29.7,90.7,0,3,2,27,91,47.3,0,0,5,38.5,33.3,80.0,1,1,5,15
Emari Demercado,77763,HB,ARZ,11,1,1,46.0,0,2,25,17.7,18.1,88.0,1,4,2,27,149,50.1,0,2,19,20.2,21.0,89.5,3,1,21,100
Charles Grant,142410,T,LV,2,0,23,77.7,0,1,24,100.0,100.0,97.9,0,1,0,26,26,67.2,0,1,11,100.0,100.0,95.5,1,0,12,12
Mitchell Evans,147486,TE,CAR,18,0,5,66.7,0,1,25,14.8,14.7,98.0,2,1,0,26,177,,0,0,0,0.0,0.0,,0,0,0,51
John FitzPatrick,83974,TE,GB,15,1,12,73.6,0,0,23,16.2,16.9,100.0,1,0,0,26,154,,0,0,0,0.0,0.0,,0,0,0,48
Rasheen Ali,121717,HB,BLT,9,0,3,31.0,0,1,23,24.5,24.8,93.5,0,2,1,25,101,38.2,0,1,17,27.0,26.9,91.2,2,1,18,67
Adam Prentice,35639,FB,DEN,17,0,10,86.2,0,0,24,27.3,27.8,100.0,0,0,0,25,90,78.5,0,0,10,24.4,26.2,100.0,0,0,11,42
Quinshon Judkins,157128,HB,CLV,14,0,8,19.1,0,3,23,12.4,12.8,89.1,0,4,1,25,195,35.6,0,0,5,8.5,11.1,80.0,1,1,7,63
James Cook,83666,HB,BUF,18,0,4,41.9,1,1,25,7.8,7.4,96.0,0,2,0,25,336,21.5,0,0,5,4.5,4.2,100.0,0,0,5,119
Aaron Stinnie,28653,G,NYG,1,1,21,58.1,0,1,19,100.0,100.0,97.4,1,1,0,25,25,49.0,0,1,12,100.0,100.0,95.8,1,0,18,18
Raheem Mostert,9783,HB,LV,12,0,23,45.9,0,0,21,21.0,21.8,95.2,0,1,1,24,110,60.4,0,0,11,16.7,18.1,100.0,0,0,13,72
Zak Zinter,129605,G,CLV,4,0,8,53.8,1,0,22,100.0,100.0,93.2,0,2,1,24,24,81.8,0,0,12,100.0,100.0,100.0,0,0,12,12
Emery Jones Jr.,157117,G,BLT,3,0,3,67.5,1,0,23,100.0,100.0,97.8,0,1,0,24,24,83.2,0,0,9,100.0,100.0,100.0,0,0,9,9
Frank Crum,75860,T,DEN,10,0,10,71.9,0,1,22,95.7,95.8,97.7,0,1,0,23,24,79.7,0,0,5,100.0,100.0,100.0,0,0,5,5
Garrett Dellinger,146770,G,TEN,1,0,31,73.3,1,0,23,100.0,100.0,97.8,0,1,0,23,23,63.8,1,0,13,100.0,100.0,96.2,1,0,13,13
Chris Rodriguez Jr.,83689,HB,WAS,13,0,32,47.7,1,2,22,20.2,19.8,93.2,0,3,0,23,116,26.3,1,2,4,11.8,11.4,62.5,3,0,4,35
Kyle Pitts,83964,TE,ATL,17,0,2,81.3,0,1,21,3.7,3.9,97.6,1,1,0,23,596,70.2,0,0,1,0.3,0.3,100.0,0,0,1,324
Blake Whiteheart,77881,TE,CLV,14,0,8,59.3,1,0,22,18.5,18.4,97.7,0,1,0,23,125,71.2,0,0,2,3.7,3.6,100.0,0,0,2,56
Oronde Gadsden II,144046,TE,LAC,16,0,27,70.7,1,1,22,5.0,4.9,95.5,1,2,0,23,465,68.7,0,1,9,3.9,4.0,94.4,1,0,10,247
Jake Tonges,60864,TE,SF,15,0,28,56.4,0,2,23,7.8,7.4,95.7,0,2,0,23,312,43.8,0,0,7,4.6,4.4,100.0,0,0,7,158
Jacob Monk,98058,C,GB,2,0,12,50.7,0,0,21,100.0,100.0,100.0,0,0,0,22,22,29.2,0,0,10,100.0,100.0,100.0,0,0,10,10
Jackson Slater,147796,G,TEN,1,0,31,79.2,0,1,22,100.0,100.0,97.7,0,1,0,22,22,69.7,0,1,9,100.0,100.0,94.4,1,0,9,9
Charlie Kolar,60917,TE,BLT,17,1,3,48.4,0,1,20,16.5,17.3,92.5,1,2,1,22,127,73.4,0,0,3,10.7,10.3,100.0,0,0,3,29
Kyle Juszczyk,7912,FB,SF,19,0,28,84.3,0,0,17,6.6,7.7,100.0,0,0,0,21,274,81.6,0,0,3,3.1,3.0,100.0,0,0,3,99
Dallas Goedert,47272,TE,PHI,16,0,24,64.2,0,0,20,4.1,4.1,100.0,0,0,0,21,515,69.2,0,0,1,0.4,0.4,100.0,0,0,1,270
Lecitus Smith,61069,C,GB,2,0,12,76.2,0,0,20,100.0,100.0,100.0,0,0,0,21,21,82.7,0,0,8,100.0,100.0,100.0,0,0,8,8
Bhayshul Tuten,150568,HB,JAX,14,0,15,52.9,0,2,19,17.1,17.5,94.7,0,2,0,21,120,27.8,0,1,7,15.6,15.7,92.9,1,0,8,51
Cade Stover,101486,TE,HST,11,0,13,56.7,0,0,18,14.6,15.8,94.4,0,1,1,21,133,,0,0,0,0.0,0.0,,0,0,0,38
Xavier Newman,58525,G,NYJ,3,0,22,28.5,1,1,20,100.0,100.0,95.0,0,2,0,21,21,17.4,1,1,13,100.0,100.0,92.3,2,0,13,13
Cam Skattebo,147787,HB,NYG,8,0,21,11.6,0,2,17,11.3,12.8,94.1,1,2,0,21,164,3.4,0,2,7,12.1,12.5,85.7,2,0,8,64
Jonnu Smith,11855,TE,PIT,18,0,25,51.8,0,0,19,5.6,5.6,100.0,1,0,0,20,360,,0,0,0,0.0,0.0,,0,0,0,131
Ray Davis,101072,HB,BUF,19,0,4,64.8,0,1,18,16.1,16.8,97.2,0,1,0,20,119,43.5,0,1,6,17.6,16.7,91.7,1,0,6,36
Tyler Higbee,10744,TE,LA,13,0,26,67.4,0,0,16,6.7,7.9,100.0,2,0,0,20,254,77.3,0,0,2,1.9,2.8,100.0,0,0,3,107
Luke Musgrave,98499,TE,GB,18,0,12,77.4,0,0,20,7.5,7.3,100.0,0,0,0,20,275,71.6,0,0,1,0.9,0.9,100.0,0,0,1,116
Brenden Bates,53746,TE,CLV,8,0,8,65.4,1,0,19,38.8,39.2,97.4,0,1,0,20,51,72.7,0,0,1,7.1,6.7,100.0,0,0,1,15
Hunter Long,60859,TE,JAX,9,0,15,64.2,0,0,20,13.2,12.8,100.0,0,0,0,20,156,45.1,0,0,5,6.8,6.5,100.0,0,0,5,77
Mark Andrews,47436,TE,BLT,17,1,3,50.2,0,4,19,5.3,4.9,89.5,4,4,0,19,390,76.6,0,0,7,4.0,3.7,100.0,0,0,7,190
Max Mitchell,81707,T,NYJ,10,0,22,27.8,0,1,16,88.9,90.5,96.9,0,1,0,19,21,78.3,0,0,3,100.0,100.0,100.0,0,0,3,3
Nick Zakelj,59693,G,SF,1,0,28,26.5,0,2,19,100.0,100.0,94.7,0,2,0,19,19,20.9,0,2,16,100.0,100.0,93.7,2,0,16,16
Kendre Miller,123091,HB,NO,7,0,20,57.4,0,1,18,37.5,35.2,97.2,0,1,0,19,54,49.4,0,0,5,29.4,31.6,100.0,0,0,6,19
Trent Scott,24481,T,WAS,8,0,32,75.4,0,2,15,100.0,100.0,93.3,0,2,0,18,18,77.6,0,1,1,100.0,100.0,50.0,1,0,2,2
Ja'Tavion Sanders,144717,TE,CAR,12,0,5,75.2,0,0,17,6.9,6.9,94.1,0,1,1,18,260,76.3,0,0,5,3.8,3.6,100.0,0,0,5,140
Shane Zylstra,143786,TE,DET,5,0,11,42.6,0,2,17,17.3,17.5,88.2,1,3,1,18,103,35.2,0,2,5,11.9,11.1,60.0,3,1,5,45
Nick Kallerup,101679,TE,SEA,8,0,29,41.3,2,0,14,58.3,64.3,85.7,0,3,1,18,28,28.8,0,0,2,50.0,60.0,50.0,1,1,3,5
Dylan Sampson,163772,HB,CLV,15,1,8,23.0,2,1,14,8.8,10.4,89.3,1,3,0,18,173,17.9,2,0,7,8.3,8.7,85.7,2,0,8,92
Hayden Conner,144723,G,ARZ,3,0,1,68.9,0,2,18,100.0,100.0,94.4,0,2,0,18,18,71.7,0,1,11,100.0,100.0,95.5,1,0,11,11
Dawson Knox,35883,TE,BUF,19,0,4,62.7,0,3,17,4.6,4.3,91.2,0,3,0,17,392,64.4,0,1,5,3.1,2.9,90.0,1,0,5,171
Jack Westover,84079,FB,NE,21,0,19,76.7,0,0,17,20.0,19.1,100.0,0,0,0,17,89,49.9,0,0,2,6.1,5.7,100.0,0,0,2,35
Nate Adkins,87625,TE,DEN,11,0,10,60.0,1,0,14,14.1,15.7,96.4,0,1,0,17,108,13.0,0,0,1,2.9,2.8,100.0,0,0,1,36
Audric Estime,147476,HB,NO,5,0,20,63.4,0,2,17,15.0,14.3,94.1,0,2,0,17,119,53.6,0,2,11,18.0,17.5,90.9,2,0,11,63
Cameron Latu,82647,TE,PHI,12,0,24,63.9,0,1,16,50.0,47.2,96.9,0,1,0,17,36,,0,0,0,0.0,0.0,,0,0,0,6
Hassan Haskins,83701,HB,LAC,8,0,27,44.2,0,2,16,27.6,28.3,93.7,0,2,0,17,60,46.7,0,1,5,18.5,20.7,90.0,1,0,6,29
Mike Jerrell,183057,T,ATL,1,0,2,10.0,1,2,16,100.0,100.0,84.4,0,4,1,17,17,0.0,1,2,6,100.0,100.0,75.0,3,0,7,7
Luke Newman,143066,G,CHI,1,0,6,38.3,0,0,13,92.9,94.1,100.0,0,0,0,16,17,80.7,0,0,4,100.0,100.0,100.0,0,0,6,6
Quintin Morris,61182,TE,JAX,10,0,15,46.0,0,2,16,17.8,16.5,87.5,0,3,1,16,97,71.7,0,0,2,4.9,4.3,100.0,0,0,2,46
Will Shipley,144138,HB,PHI,16,0,24,37.2,0,1,14,15.1,16.2,96.4,0,1,0,16,99,27.1,0,1,8,13.6,14.3,93.7,1,0,9,63
Marcedes Lewis,2973,TE,DEN,5,0,10,50.3,0,0,14,93.3,88.2,92.9,1,1,1,15,17,,0,0,0,,,,0,0,0,0
Sam Mustipher,13026,C,DEN,2,0,10,53.3,0,0,13,100.0,100.0,100.0,0,0,0,15,15,22.2,0,0,4,100.0,100.0,100.0,0,0,5,5
Brandon Walton,41533,G,CAR,1,0,5,22.8,0,2,13,100.0,100.0,92.3,1,2,0,15,15,0.0,0,1,6,100.0,100.0,91.7,1,0,6,6
Calvin Anderson,46247,T,PIT,1,0,25,42.8,0,1,13,100.0,100.0,96.2,0,1,0,15,15,45.4,0,1,8,100.0,100.0,93.7,1,0,10,10
Jaret Patterson,77745,HB,LAC,6,0,27,45.2,1,1,15,26.3,23.1,86.7,0,3,1,15,65,27.5,0,1,4,19.0,16.7,62.5,2,1,4,24
Isaiah Likely,83955,TE,BLT,14,0,3,46.1,0,1,15,6.0,5.6,90.0,0,2,1,15,269,34.5,0,1,3,2.5,2.3,50.0,2,1,3,129
Teagan Quitoriano,84036,TE,ATL,7,0,2,79.8,0,0,14,66.7,65.2,100.0,0,0,0,15,23,61.9,0,0,0,0.0,33.3,,0,0,1,3
Ben Sinnott,122616,TE,WAS,15,0,32,41.1,0,1,12,10.3,11.7,95.8,1,1,0,15,128,69.7,0,0,1,2.9,2.6,100.0,0,0,1,38
Sean Tucker,123056,HB,TB,14,0,30,23.0,0,1,14,19.2,20.0,96.4,0,1,0,15,75,23.3,0,1,5,19.2,18.5,90.0,1,0,5,27
Zaire Mitchell-Paden,145197,TE,NO,8,0,20,56.0,1,0,15,57.7,55.6,96.7,0,1,0,15,27,,0,0,0,0.0,0.0,,0,0,0,1
Luke Tenuta,77367,T,IND,2,0,14,81.3,0,1,13,100.0,100.0,96.2,0,1,0,14,14,76.2,0,1,8,100.0,100.0,93.7,1,0,9,9
Brock Bowers,146715,TE,LV,12,0,23,79.2,1,0,14,3.4,3.2,96.4,0,1,0,14,437,69.6,0,0,2,0.9,0.8,100.0,0,0,2,244
Anthony Firkser,51837,TE,DET,7,0,11,65.9,0,0,13,11.1,11.6,100.0,0,0,0,14,121,53.9,0,0,3,5.6,5.4,100.0,0,0,3,56
Kylen Granson,40630,TE,PHI,16,0,24,75.0,0,1,14,13.6,13.1,96.4,0,1,0,14,107,,0,0,0,0.0,0.0,,0,0,0,40
Calvin Throckmorton,28238,G,DEN,3,1,10,35.4,1,1,13,100.0,100.0,92.3,1,2,0,14,14,0.0,1,1,4,100.0,100.0,75.0,2,0,4,4
Miles Sanders,40555,HB,DAL,4,0,9,36.8,1,2,11,30.6,33.3,86.4,0,3,0,14,42,16.7,1,2,5,29.4,28.6,70.0,3,0,6,21
